YearMonth,Region,BookingLocation,Team,Product,KRI_01_IncidentRate_per1kTxn,KRI_02_AgedOpenIncidentsOver30_per10kClients,KRI_03_ComplaintRate_per10kClients,KRI_04_SubstantiatedComplaints_per10kClients,KRI_05_ProcessingErrorRate_per1kTxn,KRI_06_OpenItemsOverSLA_per10kClients,KRI_07_OverdueTasks_per10kClients,KRI_08_KYCOverdue_per10kClients,KRI_09_HighRiskTxnRate_per1kTxn,KRI_10_ReconBreakRate_per1kTxn,KRI_11_LimitBreachRate_per1kTxn,KRI_12_DataQualityIssueRate_per1kTxn,KRI_13_AvgIncidentClosureDays
2025-01,APAC,Hong Kong,Client Onboarding,Advisory,0.22993791676247413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22993791676247413,0.6898137502874224,6.0
2025-01,APAC,Hong Kong,Client Onboarding,Discretionary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20429009193054137,0.0
2025-01,APAC,Hong Kong,Client Onboarding,Execution-only,0.0,0.0,39.682539682539684,39.682539682539684,0.16469038208168643,79.36507936507937,0.0,0.0,0.16469038208168643,0.0,0.0,0.49407114624505927,0.0
2025-01,APAC,Hong Kong,Client Onboarding,Lombard Lending,0.0,0.0,0.0,0.0,0.37453183520599254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,APAC,Hong Kong,Client Onboarding,Structured Products,0.5630630630630631,0.0,0.0,0.0,0.0,151.51515151515153,0.0,0.0,0.5630630630630631,0.0,0.0,0.0,12.0
2025-01,APAC,Hong Kong,Compliance & Controls,Advisory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37965072133637057,0.0,0.0,0.37965072133637057,0.0
2025-01,APAC,Hong Kong,Compliance & Controls,Discretionary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3512469265893923,0.0
2025-01,APAC,Hong Kong,Compliance & Controls,Execution-only,0.0,0.0,0.0,0.0,0.0,68.4931506849315,0.0,0.0,0.5392289026691831,0.0,0.0,0.0,0.0
2025-01,APAC,Hong Kong,Compliance & Controls,Lombard Lending,0.0,0.0,0.0,0.0,0.6273525721455457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,APAC,Hong Kong,Compliance & Controls,Structured Products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984251968503937,0.0,0.0,0.0
2025-01,APAC,Hong Kong,Front Office,Advisory,0.11371389583807141,0.0,0.0,0.0,0.11371389583807141,12.135922330097086,0.0,0.0,0.2842847395951785,0.0,0.05685694791903571,0.0,32.0
2025-01,APAC,Hong Kong,Front Office,Discretionary,0.10255884313624943,0.0,0.0,0.0,0.0,11.098779134295228,0.0,0.0,0.4615147941131224,0.0,0.0,0.05127942156812471,5.0
2025-01,APAC,Hong Kong,Front Office,Execution-only,0.04102059233735335,0.0,16.79261125104954,16.79261125104954,0.04102059233735335,16.79261125104954,0.0,0.0,0.4922471080482402,0.04102059233735335,0.12306177701206004,0.12306177701206004,34.0
2025-01,APAC,Hong Kong,Front Office,Lombard Lending,0.4742033383915023,0.0,0.0,0.0,0.09484066767830046,19.801980198019802,0.0,0.0,0.6638846737481032,0.0,0.09484066767830046,0.09484066767830046,15.0
2025-01,APAC,Hong Kong,Front Office,Structured Products,0.2900232018561485,0.0,28.490028490028493,28.490028490028493,0.14501160092807425,56.980056980056986,0.0,0.0,0.2900232018561485,0.0,0.14501160092807425,0.0,6.0
2025-01,APAC,Hong Kong,Operations,Advisory,0.4913659974729749,0.0,0.0,0.0,1.6846834199073424,82.47422680412372,0.0,0.0,0.0,0.35097571248069637,0.0,0.0,14.8
2025-01,APAC,Hong Kong,Operations,Discretionary,0.38812342324859306,0.0,0.0,0.0,0.9056213209133838,59.28853754940711,0.0,0.0,0.06468723720809884,0.4528106604566919,0.06468723720809884,0.32343618604049423,13.666666666666666
2025-01,APAC,Hong Kong,Operations,Execution-only,0.2007226013649137,0.0,0.0,0.0,1.0537936571657969,88.88888888888889,14.814814814814815,0.0,0.10036130068245686,0.25090325170614214,0.0,0.15054195102368528,21.666666666666668
2025-01,APAC,Hong Kong,Operations,Lombard Lending,0.1187507421921387,0.0,0.0,0.0,1.3062581641135258,38.167938931297705,0.0,0.0,0.0,0.1187507421921387,0.0,0.0,6.0
2025-01,APAC,Hong Kong,Operations,Structured Products,0.6999125109361329,0.0,0.0,0.0,0.8748906386701663,0.0,0.0,0.0,0.17497812773403323,0.34995625546806647,0.34995625546806647,0.0,15.333333333333334
2025-01,APAC,Singapore,Client Onboarding,Advisory,0.21427040925648166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21427040925648166,8.0
2025-01,APAC,Singapore,Client Onboarding,Discretionary,0.37509377344336087,0.0,0.0,0.0,0.37509377344336087,42.918454935622314,0.0,0.0,0.18754688672168043,0.0,0.0,0.0,21.0
2025-01,APAC,Singapore,Client Onboarding,Execution-only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2954209748892171,0.0,0.0,0.0,0.0
2025-01,APAC,Singapore,Client Onboarding,Lombard Lending,0.0,0.0,0.0,0.0,0.339097999321804,0.0,0.0,0.0,0.0,0.0,0.0,0.339097999321804,0.0
2025-01,APAC,Singapore,Client Onboarding,Structured Products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,APAC,Singapore,Compliance & Controls,Advisory,0.3597122302158273,0.0,0.0,0.0,0.0,90.09009009009009,90.09009009009009,0.0,0.0,0.3597122302158273,0.0,0.0,5.0
2025-01,APAC,Singapore,Compliance & Controls,Discretionary,0.3198976327575176,0.0,0.0,0.0,0.0,178.57142857142856,0.0,0.0,0.3198976327575176,0.0,0.0,0.6397952655150352,3.0
2025-01,APAC,Singapore,Compliance & Controls,Execution-only,0.496031746031746,0.0,0.0,0.0,0.0,69.44444444444444,69.44444444444444,0.0,0.0,0.0,0.0,0.248015873015873,15.0
2025-01,APAC,Singapore,Compliance & Controls,Lombard Lending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,APAC,Singapore,Compliance & Controls,Structured Products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,APAC,Singapore,Front Office,Advisory,0.05269814502529511,0.0,0.0,0.0,0.21079258010118043,45.714285714285715,0.0,0.0,0.5269814502529511,0.0,0.05269814502529511,0.0,5.0
2025-01,APAC,Singapore,Front Office,Discretionary,0.09446884889707619,0.0,10.695187165775401,10.695187165775401,0.14170327334561428,10.695187165775401,0.0,0.0,0.2361721222426905,0.0,0.09446884889707619,0.09446884889707619,10.0
2025-01,APAC,Singapore,Front Office,Execution-only,0.0,0.0,0.0,0.0,0.07488673381510466,46.98512137823023,0.0,0.0,0.7114239712434942,0.0,0.07488673381510466,0.07488673381510466,0.0
2025-01,APAC,Singapore,Front Office,Lombard Lending,0.0,0.0,0.0,0.0,0.17355085039916696,71.301247771836,0.0,0.0,0.6074279763970843,0.08677542519958348,0.08677542519958348,0.08677542519958348,0.0
2025-01,APAC,Singapore,Front Office,Structured Products,0.13273161667109107,0.0,0.0,0.0,0.0,27.548209366391184,0.0,0.0,0.6636580833554553,0.0,0.13273161667109107,0.0,16.0
2025-01,APAC,Singapore,Operations,Advisory,0.26360880453407143,0.0,0.0,0.0,1.2521418215368392,99.2063492063492,0.0,0.0,0.06590220113351786,0.461315407934625,0.06590220113351786,0.19770660340055357,6.0
2025-01,APAC,Singapore,Operations,Discretionary,0.35656979853806386,0.0,0.0,0.0,1.2479942948832234,55.14705882352941,0.0,0.0,0.0,0.23771319902537588,0.0,0.23771319902537588,9.5
2025-01,APAC,Singapore,Operations,Execution-only,0.13990579676351259,0.0,0.0,0.0,0.9793405773445879,41.32231404958678,0.0,0.0,0.04663526558783752,0.2331763279391876,0.04663526558783752,0.13990579676351259,7.666666666666667
2025-01,APAC,Singapore,Operations,Lombard Lending,0.21990104452996154,0.0,0.0,0.0,0.8796041781198461,184.50184501845018,0.0,0.0,0.10995052226498077,0.5497526113249038,0.10995052226498077,0.32985156679494226,7.0
2025-01,APAC,Singapore,Operations,Structured Products,0.0,0.0,0.0,0.0,0.8171269815329302,94.7867298578199,0.0,0.0,0.32685079261317207,0.32685079261317207,0.0,0.32685079261317207,0.0
2025-01,Americas,New York,Client Onboarding,Advisory,0.16906170752324598,0.0,0.0,0.0,0.33812341504649196,0.0,0.0,0.0,0.0,0.0,0.0,0.16906170752324598,19.0
2025-01,Americas,New York,Client Onboarding,Discretionary,0.0,0.0,0.0,0.0,0.1525320317266626,0.0,0.0,0.0,0.3050640634533252,0.0,0.1525320317266626,0.3050640634533252,0.0
2025-01,Americas,New York,Client Onboarding,Execution-only,0.0,0.0,0.0,0.0,0.24440914090186971,55.865921787709496,0.0,0.0,0.0,0.12220457045093486,0.12220457045093486,0.12220457045093486,0.0
2025-01,Americas,New York,Client Onboarding,Lombard Lending,0.2732987154960371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2732987154960371,1.0931948619841485,16.0
2025-01,Americas,New York,Client Onboarding,Structured Products,0.0,0.0,80.64516129032258,80.64516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,Americas,New York,Compliance & Controls,Advisory,0.0,0.0,0.0,0.0,0.0,87.71929824561403,0.0,0.0,0.0,0.5610098176718092,0.0,0.2805049088359046,0.0
2025-01,Americas,New York,Compliance & Controls,Discretionary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25960539979231567,0.0,0.0,0.0
2025-01,Americas,New York,Compliance & Controls,Execution-only,0.396275014860313,0.0,0.0,0.0,0.1981375074301565,0.0,0.0,0.0,0.0,0.1981375074301565,0.0,0.0,2.0
2025-01,Americas,New York,Compliance & Controls,Lombard Lending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46360686138154844,0.0,0.0,0.0,0.0
2025-01,Americas,New York,Compliance & Controls,Structured Products,0.0,0.0,0.0,0.0,0.6958942240779402,0.0,0.0,0.0,0.6958942240779402,0.6958942240779402,0.0,0.6958942240779402,0.0
2025-01,Americas,New York,Front Office,Advisory,0.04286694101508916,0.0,9.08265213442325,9.08265213442325,0.1286008230452675,36.330608537693,0.0,0.0,0.4286694101508916,0.04286694101508916,0.0,0.0,14.0
2025-01,Americas,New York,Front Office,Discretionary,0.03857727027235553,0.0,0.0,0.0,0.11573181081706659,34.24657534246575,0.0,0.0,0.46292724326826634,0.0,0.07715454054471106,0.03857727027235553,0.0
2025-01,Americas,New York,Front Office,Execution-only,0.03059507419305492,0.0,12.738853503184712,0.0,0.18357044515832951,25.477707006369425,0.0,0.0,0.39773596450971394,0.0,0.18357044515832951,0.0,5.0
2025-01,Americas,New York,Front Office,Lombard Lending,0.07047713017125942,0.0,28.653295128939828,0.0,0.0,28.653295128939828,0.0,0.0,0.35238565085629714,0.2114313905137783,0.2114313905137783,0.07047713017125942,9.0
2025-01,Americas,New York,Front Office,Structured Products,0.0,0.0,0.0,0.0,0.10625863351397301,47.50593824228029,0.0,0.0,1.0625863351397302,0.0,0.21251726702794602,0.10625863351397301,0.0
2025-01,Americas,New York,Operations,Advisory,0.10628122010840685,0.0,0.0,0.0,1.381655861409289,32.46753246753247,0.0,0.0,0.15942183016261027,0.053140610054203424,0.0,0.2125624402168137,23.0
2025-01,Americas,New York,Operations,Discretionary,0.1448715472281244,0.0,28.653295128939828,14.326647564469914,1.0623913463395789,57.306590257879655,0.0,0.0,0.1448715472281244,0.2897430944562488,0.09658103148541626,0.0,9.333333333333334
2025-01,Americas,New York,Operations,Execution-only,0.45968205324650446,0.0,0.0,0.0,1.0725914575751772,48.13477737665463,0.0,0.0,0.03830683777054204,0.30645470216433635,0.0,0.22984102662325223,17.545454545454547
2025-01,Americas,New York,Operations,Lombard Lending,0.26492405510420347,0.0,26.80965147453083,26.80965147453083,1.0596962204168139,26.80965147453083,0.0,0.0,0.0,0.35323207347227126,0.0,0.26492405510420347,12.5
2025-01,Americas,New York,Operations,Structured Products,0.0,0.0,0.0,0.0,1.0593220338983051,0.0,0.0,0.0,0.13241525423728814,0.2648305084745763,0.0,0.0,0.0
2025-01,EMEA,Geneva,Client Onboarding,Advisory,0.0,0.0,0.0,0.0,0.3929273084479371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,EMEA,Geneva,Client Onboarding,Discretionary,0.0,0.0,0.0,0.0,0.17822135091783994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,EMEA,Geneva,Client Onboarding,Execution-only,0.0,0.0,0.0,0.0,0.2733734281027884,0.0,0.0,0.0,0.0,0.0,0.0,0.2733734281027884,0.0
2025-01,EMEA,Geneva,Client Onboarding,Lombard Lending,0.0,0.0,77.51937984496124,0.0,0.6385696040868455,77.51937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,EMEA,Geneva,Client Onboarding,Structured Products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,EMEA,Geneva,Compliance & Controls,Advisory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6664445184938355,0.33322225924691773,0.0,0.0
2025-01,EMEA,Geneva,Compliance & Controls,Discretionary,0.2971768202080238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2025-01,EMEA,Geneva,Compliance & Controls,Execution-only,0.22983222247759136,0.0,0.0,0.0,0.0,67.56756756756756,0.0,0.0,0.22983222247759136,0.0,0.0,0.0,32.0
2025-01,EMEA,Geneva,Compliance & Controls,Lombard Lending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5420054200542005,0.0,0.0,0.0,0.0
2025-01,EMEA,Geneva,Compliance & Controls,Structured Products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8278145695364238,0.0,0.0,0.0,0.0
2025-01,EMEA,Geneva,Front Office,Advisory,0.049125564943996856,0.0,0.0,0.0,0.09825112988799371,10.362694300518134,0.0,0.0,0.343878954607978,0.0,0.049125564943996856,0.0,3.0
2025-01,EMEA,Geneva,Front Office,Discretionary,0.08823399655887414,0.0,0.0,0.0,0.17646799311774827,0.0,0.0,0.0,0.2647019896766224,0.0,0.04411699827943707,0.0,10.0
2025-01,EMEA,Geneva,Front Office,Execution-only,0.06958942240779402,0.0,7.639419404125286,0.0,0.03479471120389701,7.639419404125286,0.0,0.0,0.31315240083507306,0.0,0.10438413361169104,0.03479471120389701,7.0
2025-01,EMEA,Geneva,Front Office,Lombard Lending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5726439790575916,0.0,0.0,0.0818062827225131,0.0
2025-01,EMEA,Geneva,Front Office,Structured Products,0.0,0.0,0.0,0.0,0.0,78.53403141361257,0.0,0.0,0.23952095808383234,0.0,0.47904191616766467,0.0,0.0
2025-01,EMEA,Geneva,Operations,Advisory,0.24140012070006034,0.0,0.0,0.0,1.508750754375377,73.39449541284404,0.0,0.0,0.0,0.30175015087507545,0.0,0.0,26.666666666666668
2025-01,EMEA,Geneva,Operations,Discretionary,0.2181976871045167,0.0,0.0,0.0,1.3091861226271002,32.78688524590164,0.0,0.0,0.0,0.10909884355225835,0.0,0.0,20.75
2025-01,EMEA,Geneva,Operations,Execution-only,0.21760891326108717,0.0,0.0,0.0,1.088044566305436,67.56756756756756,0.0,0.0,0.08704356530443487,0.21760891326108717,0.0,0.08704356530443487,18.8
2025-01,EMEA,Geneva,Operations,Lombard Lending,0.0,0.0,0.0,0.0,1.8384230415687877,30.303030303030305,0.0,0.0,0.1021346134204882,0.2042692268409764,0.0,0.0,0.0
2025-01,EMEA,Geneva,Operations,Structured Products,0.1537042729787888,0.0,0.0,0.0,1.5370427297878881,0.0,0.0,0.0,0.0,0.3074085459575776,0.0,0.0,59.0
2025-01,EMEA,London,Client Onboarding,Advisory,0.1498351813005694,0.0,0.0,0.0,0.4495055439017081,0.0,0.0,0.0,0.1498351813005694,0.0,0.0,0.4495055439017081,16.0
2025-01,EMEA,London,Client Onboarding,Discretionary,0.27693159789531985,0.0,0.0,0.0,0.0,34.01360544217687,0.0,0.0,0.13846579894765992,0.0,0.0,0.13846579894765992,9.0
2025-01,EMEA,London,Client Onboarding,Execution-only,0.10726161106939826,0.0,0.0,0.0,0.0,26.455026455026452,0.0,0.0,0.21452322213879652,0.10726161106939826,0.0,0.5363080553469913,0.0
2025-01,EMEA,London,Client Onboarding,Lombard Lending,0.0,0.0,0.0,0.0,0.7416563658838071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,EMEA,London,Client Onboarding,Structured Products,0.36913990402362495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2025-01,EMEA,London,Compliance & Controls,Advisory,0.2477700693756194,0.0,0.0,0.0,0.2477700693756194,0.0,0.0,0.0,0.2477700693756194,0.0,0.0,0.0,15.0
2025-01,EMEA,London,Compliance & Controls,Discretionary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0
2025-01,EMEA,London,Compliance & Controls,Execution-only,0.360100828231905,0.0,0.0,0.0,0.1800504141159525,94.7867298578199,0.0,0.0,0.1800504141159525,0.72020165646381,0.1800504141159525,0.1800504141159525,58.0
2025-01,EMEA,London,Compliance & Controls,Lombard Lending,0.8200082000820008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4100041000410004,0.0,0.0,0.0,13.5
2025-01,EMEA,London,Compliance & Controls,Structured Products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6337135614702154,0.0,0.0,0.0
2025-01,EMEA,London,Front Office,Advisory,0.037713078895761046,0.0,8.051529790660226,8.051529790660226,0.0,16.10305958132045,0.0,0.0,0.26399155227032733,0.037713078895761046,0.11313923668728315,0.037713078895761046,10.0
2025-01,EMEA,London,Front Office,Discretionary,0.03420206580477461,0.0,6.993006993006993,0.0,0.13680826321909845,20.97902097902098,6.993006993006993,0.0,0.13680826321909845,0.03420206580477461,0.10260619741432382,0.0,6.0
